content_id,nudity_level,violence_level,profanity_level,alcohol_level,frightening_level
5009,No Rate,No Rate,No Rate,No Rate,No Rate
5010,Mild,Mild,Mild,Mild,Mild
5011,Moderate,Mild,Severe,Moderate,None
5012,None,None,None,None,None
5013,Mild,Moderate,Severe,Moderate,Moderate
5014,None,None,Mild,Mild,Mild
5015,None,Mild,None,Mild,Mild
5016,Mild,None,Mild,Mild,None
5017,Severe,Severe,Moderate,Mild,Severe
5018,None,Mild,Mild,None,None
5019,Mild,Mild,Mild,Mild,Mild
5020,Mild,Moderate,Moderate,Mild,Severe
5021,Moderate,Mild,Severe,Severe,None
5022,Mild,Severe,Moderate,Mild,Severe
5023,None,Moderate,Mild,Mild,Moderate
5024,Severe,Severe,Severe,Mild,Severe
5025,None,Mild,None,Mild,Mild
5026,Severe,Moderate,Severe,Severe,Severe
5027,None,None,Mild,Moderate,None
5028,Mild,Severe,Severe,Mild,Moderate
5029,Mild,Mild,Moderate,Mild,None
5030,Mild,Moderate,Mild,Mild,Moderate
5031,None,Mild,None,Mild,Mild
5032,Mild,Mild,Moderate,Moderate,Moderate
5033,None,Mild,None,None,None
5034,Severe,Severe,Severe,Mild,Moderate
5035,None,Mild,None,None,Mild
5036,Moderate,Severe,Severe,Severe,Severe
5037,Mild,Mild,Mild,Mild,None
5038,None,Mild,None,Mild,Mild
5039,None,Mild,Moderate,Mild,None
5040,Mild,Mild,Mild,Mild,None
5041,Mild,Moderate,Mild,Severe,Mild
5042,Mild,None,Mild,Mild,None
5043,Moderate,Moderate,Moderate,Mild,Mild
5044,Mild,Mild,Mild,Mild,Mild
5045,Moderate,Moderate,Mild,Mild,Moderate
5046,None,Moderate,Mild,Mild,Moderate
5047,None,Severe,Severe,Mild,Severe
5048,Moderate,Severe,Moderate,Moderate,Severe
5049,Moderate,Moderate,Severe,Severe,Moderate
5050,No Rate,Mild,None,Mild,Mild
5051,Moderate,Moderate,Severe,Moderate,Mild
5052,Mild,Severe,Moderate,No Rate,No Rate
5053,Moderate,Severe,Moderate,Moderate,Severe
5054,Severe,Severe,Severe,Mild,Severe
5055,None,Mild,Mild,None,Mild
5056,None,Mild,None,None,None
5057,No Rate,None,None,None,None
5058,No Rate,No Rate,No Rate,No Rate,No Rate
5059,Mild,Mild,Mild,Mild,Moderate
5060,Severe,None,Mild,Mild,None
5061,Mild,None,None,Moderate,None
5062,Mild,Moderate,None,Mild,Severe
5063,Mild,None,Severe,Moderate,None
5064,Mild,None,None,None,None
5065,Mild,No Rate,No Rate,Mild,Mild
5066,Moderate,Severe,Severe,Moderate,Severe
5067,Severe,No Rate,Moderate,Moderate,Severe
5068,None,Moderate,Moderate,Moderate,Moderate
5069,None,Severe,Mild,Mild,Moderate
5070,Severe,Severe,Moderate,Moderate,Severe
5071,None,Mild,None,None,Moderate
5072,None,Mild,None,None,Mild
5073,Moderate,Mild,Moderate,Moderate,None
5074,None,Mild,None,None,None
5075,None,None,Mild,Mild,None
5076,Severe,Severe,Severe,Mild,Severe
5077,Moderate,Moderate,Mild,Mild,Severe
5078,None,Moderate,Moderate,Mild,Moderate
5079,Mild,None,Mild,Mild,None
5080,No Rate,No Rate,No Rate,No Rate,No Rate
5081,No Rate,No Rate,No Rate,No Rate,No Rate
5082,Mild,None,Moderate,Mild,None
5083,Moderate,None,Mild,Mild,Mild
5084,Moderate,None,Mild,Mild,None
5085,None,Moderate,Mild,Mild,Moderate
5086,Moderate,Mild,Mild,None,Mild
5087,No Rate,No Rate,No Rate,No Rate,No Rate
5088,Mild,Moderate,Moderate,Moderate,Mild
5089,Mild,Moderate,Mild,Moderate,Moderate
5090,Moderate,Moderate,Moderate,Mild,Moderate
5091,Moderate,Moderate,Severe,Moderate,Moderate
5092,Moderate,Moderate,Moderate,Mild,Mild
5093,Mild,Mild,None,Mild,Mild
5094,Severe,Severe,Severe,Severe,Severe
5095,Moderate,Mild,Severe,Severe,None
5096,Moderate,Mild,Mild,Mild,Moderate
5097,No Rate,No Rate,No Rate,No Rate,No Rate
5098,Mild,Severe,None,Mild,Severe
5099,No Rate,No Rate,No Rate,No Rate,No Rate
5100,Mild,Moderate,Mild,None,Mild
5101,Mild,No Rate,No Rate,No Rate,No Rate
5102,Mild,Mild,Moderate,Moderate,Mild
5103,No Rate,No Rate,No Rate,No Rate,No Rate
5104,Mild,Moderate,Moderate,Mild,Moderate
5105,None,Moderate,Mild,Mild,Moderate
5106,Mild,Severe,Moderate,Mild,Moderate
5107,Mild,None,Mild,Mild,None
5108,Moderate,Severe,Severe,Moderate,Moderate
5109,None,Moderate,Mild,None,Moderate
5110,No Rate,No Rate,No Rate,No Rate,No Rate
5111,Mild,None,Moderate,Mild,Mild
5112,Moderate,Mild,Moderate,Moderate,None
5113,Mild,Moderate,Mild,Mild,Moderate
5114,Moderate,Moderate,Severe,Moderate,Severe
5115,Moderate,Moderate,Moderate,Moderate,Mild
5116,None,Moderate,Moderate,Mild,Moderate
5117,Mild,Mild,Moderate,Mild,Moderate
5118,Mild,Severe,Severe,Moderate,Moderate
5119,Moderate,Severe,Moderate,Mild,Severe
5120,None,Mild,None,None,Moderate
5121,No Rate,No Rate,No Rate,No Rate,No Rate
5122,Severe,Severe,None,Mild,Severe
5123,Mild,Moderate,Mild,Moderate,Mild
5124,None,Moderate,Moderate,Mild,Mild
5125,Mild,Moderate,Mild,Mild,Mild
5126,Moderate,Severe,Moderate,Severe,Severe
5127,None,Moderate,Mild,Moderate,Moderate
5128,Moderate,Moderate,Severe,Moderate,Moderate
5129,Moderate,Moderate,Moderate,Mild,Moderate
5130,None,Mild,None,None,Mild
5131,No Rate,No Rate,No Rate,No Rate,No Rate
5132,Moderate,Mild,Severe,Mild,Mild
5133,None,Mild,None,None,Moderate
5134,Mild,Moderate,Mild,Moderate,Moderate
5135,Mild,Moderate,Moderate,Mild,Moderate
5136,None,Mild,Mild,None,Mild
5137,Mild,Severe,Moderate,None,Moderate
5138,Severe,Mild,Moderate,Mild,Mild
5139,Mild,Mild,Mild,Mild,Moderate
5140,Severe,Severe,Severe,Moderate,Severe
5141,Mild,Severe,Moderate,Mild,Severe
5142,None,Severe,Moderate,Mild,Severe
5143,Mild,None,Severe,Mild,None
5144,Moderate,Mild,Moderate,Moderate,Mild
5145,Mild,Severe,Moderate,Mild,Severe
5146,None,Mild,None,Mild,Moderate
5147,Mild,None,Moderate,Moderate,None
5148,None,None,No Rate,Mild,Mild
5149,Mild,None,Moderate,Mild,None
5150,Mild,Moderate,Mild,Moderate,Moderate
5151,None,Moderate,None,None,Moderate
5152,Moderate,Moderate,Mild,Mild,Moderate
5153,Mild,Mild,Severe,Mild,Mild
5154,None,Moderate,Moderate,Mild,Mild
5155,Mild,Moderate,Mild,Mild,Moderate
5156,Mild,Mild,Mild,Mild,None
5157,None,Severe,None,Mild,Mild
5158,Mild,None,Mild,Mild,Mild
5159,None,None,None,None,Mild
5160,Moderate,Severe,Moderate,Mild,Moderate
5161,Moderate,Severe,Moderate,Mild,Moderate
5162,None,Moderate,Moderate,Mild,Moderate
5163,None,None,None,No Rate,Mild
5164,None,None,Mild,Mild,None
5165,No Rate,No Rate,No Rate,No Rate,No Rate
5166,Severe,Moderate,Moderate,Mild,Moderate
5167,No Rate,No Rate,No Rate,No Rate,No Rate
5168,No Rate,No Rate,No Rate,No Rate,No Rate
5169,Mild,Mild,Moderate,Moderate,Mild
5170,Mild,Severe,Moderate,Mild,Severe
5171,None,Mild,Mild,Mild,Moderate
5172,Severe,Severe,Moderate,Mild,Severe
5173,No Rate,No Rate,Mild,No Rate,No Rate
5174,None,Mild,Mild,None,Mild
5175,Mild,None,Moderate,Mild,None
5176,Moderate,No Rate,Moderate,Moderate,Severe
5177,Mild,Mild,Moderate,Mild,Moderate
5178,None,None,Severe,Mild,None
5179,None,Mild,None,None,Mild
5180,None,Moderate,Mild,Mild,Moderate
5181,Severe,Severe,Moderate,Mild,Severe
5182,Mild,None,Moderate,Mild,Mild
5183,Mild,Moderate,Mild,Mild,Moderate
5184,Mild,Moderate,Mild,Mild,Moderate
5185,Moderate,Mild,Mild,Moderate,None
5186,None,Moderate,Mild,Mild,Severe
5187,None,Mild,Moderate,Mild,Mild
5188,Moderate,Mild,Moderate,Mild,None
5189,Moderate,Severe,Severe,Severe,Moderate
5190,Mild,Mild,Moderate,Moderate,Moderate
5191,Mild,Mild,Mild,Mild,Moderate
5192,Mild,Severe,Mild,Mild,Moderate
5193,Mild,None,Mild,Mild,None
5194,Mild,Mild,Mild,Mild,Mild
5195,Severe,Severe,Moderate,Moderate,Severe
5196,Severe,Severe,Mild,None,Severe
5197,Moderate,Moderate,Moderate,Mild,Moderate
5198,None,Mild,Mild,Mild,Mild
5199,None,Mild,Mild,Mild,Mild
5200,Mild,Mild,Mild,Mild,Mild
5201,No Rate,No Rate,No Rate,No Rate,No Rate
5202,Moderate,None,Moderate,Moderate,None
5203,Moderate,No Rate,Mild,Moderate,None
5204,Mild,None,Mild,Mild,None
5205,No Rate,No Rate,No Rate,No Rate,No Rate
5206,Moderate,None,Mild,Mild,None
5207,No Rate,No Rate,No Rate,No Rate,No Rate
5208,No Rate,No Rate,No Rate,No Rate,No Rate
5209,Mild,Severe,Severe,No Rate,Severe
5210,None,Mild,None,Mild,Moderate
5211,Moderate,Moderate,Mild,Mild,Moderate
5212,Mild,Severe,Severe,Severe,Severe
5213,None,Moderate,None,None,Mild
5214,Mild,Mild,Mild,None,Mild
5215,None,None,None,None,None
5216,None,Mild,None,None,Mild
5217,Moderate,Moderate,Moderate,Mild,Moderate
5218,None,Moderate,Moderate,Mild,Severe
5219,Mild,Moderate,Mild,Mild,Severe
5220,No Rate,No Rate,No Rate,No Rate,No Rate
5221,None,None,Mild,None,None
5222,Mild,Moderate,Moderate,Mild,Mild
5223,Moderate,Moderate,Severe,Moderate,Moderate
5224,Moderate,Severe,Severe,Severe,Moderate
5225,Moderate,Mild,Mild,Mild,Mild
5226,Severe,Severe,Severe,Moderate,Severe
5227,None,Moderate,Mild,Mild,Moderate
5228,Severe,Mild,Severe,Moderate,Mild
5229,None,Moderate,Moderate,Mild,Mild
5230,Moderate,Severe,Severe,Moderate,Severe
5231,None,Mild,None,None,Mild
5232,Moderate,None,Moderate,Severe,Mild
5233,No Rate,No Rate,No Rate,No Rate,No Rate
5234,Moderate,Mild,Severe,Moderate,None
5235,Mild,Moderate,Mild,Mild,Moderate
5236,Moderate,Severe,Mild,Mild,Moderate
5237,Mild,Mild,Moderate,Mild,None
5238,Mild,Moderate,Moderate,Mild,Moderate
5239,None,Moderate,Mild,Mild,Severe
5240,Mild,Moderate,Mild,Mild,Moderate
5241,Moderate,Mild,Severe,Moderate,None
5242,Moderate,Severe,Severe,Moderate,Moderate
5243,No Rate,No Rate,No Rate,No Rate,No Rate
5244,None,Severe,Mild,Mild,Moderate
5245,Mild,None,Mild,None,Mild
5246,No Rate,No Rate,No Rate,No Rate,No Rate
5247,Severe,Moderate,Severe,Severe,Severe
5248,Mild,Severe,Moderate,Moderate,Moderate
5249,None,Moderate,Mild,Mild,Moderate
5250,Mild,None,Mild,Mild,None
5251,Mild,None,Mild,Mild,None
5252,No Rate,No Rate,No Rate,No Rate,No Rate
5253,Moderate,Mild,Moderate,Moderate,Mild
5254,Mild,Severe,None,Mild,Moderate
5255,Mild,Moderate,Mild,Mild,Moderate
5256,Moderate,Moderate,Mild,None,Moderate
5257,Mild,Moderate,Mild,Mild,Moderate
5258,Severe,Severe,Severe,Mild,Severe
5259,No Rate,No Rate,No Rate,No Rate,No Rate
5260,Moderate,No Rate,Moderate,Moderate,No Rate
5261,None,Severe,Severe,Mild,Mild
5262,Mild,Moderate,Mild,Mild,Moderate
5263,Mild,Mild,Moderate,Mild,Mild
5264,Mild,Severe,Mild,Mild,Moderate
5265,None,Severe,Severe,Mild,Severe
5266,No Rate,No Rate,No Rate,No Rate,No Rate
5267,Moderate,Moderate,Severe,Moderate,Mild
5268,Mild,Moderate,Mild,Mild,Moderate
5269,Moderate,Severe,Moderate,Mild,Moderate
5270,No Rate,No Rate,No Rate,No Rate,No Rate
5271,None,Moderate,Mild,None,Moderate
5272,Moderate,Mild,Mild,Mild,None
5273,Moderate,Mild,Mild,Moderate,Mild
5274,None,Mild,Moderate,Mild,Mild
5275,None,None,Moderate,Moderate,None
5276,Mild,Moderate,Mild,Mild,Moderate
5277,Moderate,Moderate,Mild,Mild,Moderate
5278,Mild,Moderate,Mild,Mild,Moderate
5279,None,Moderate,Moderate,Mild,Severe
5280,Mild,Severe,Mild,Mild,Moderate
5281,Mild,Mild,Severe,Mild,Mild
5282,Mild,No Rate,No Rate,No Rate,No Rate
5283,Severe,Severe,Moderate,Moderate,Moderate
5284,None,Severe,Moderate,Mild,Moderate
5285,Mild,Mild,Moderate,Moderate,None
5286,Moderate,Mild,Severe,Moderate,None
5287,Mild,Severe,Severe,Severe,Moderate
5288,Mild,Moderate,No Rate,No Rate,No Rate
5289,None,Mild,Moderate,Mild,Moderate
5290,Moderate,Moderate,Mild,Mild,Moderate
5291,Moderate,Moderate,Severe,Mild,None
5292,Mild,Mild,Mild,None,Mild
5293,Mild,Severe,Moderate,Moderate,Moderate
5294,No Rate,No Rate,No Rate,No Rate,No Rate
5295,Mild,Moderate,Mild,Mild,Moderate
5296,None,Mild,Mild,None,Mild
5297,Mild,Severe,Mild,Mild,Severe
5298,Mild,Mild,Moderate,Mild,Moderate
5299,Mild,Mild,Mild,Mild,Moderate
5300,None,Moderate,Severe,Mild,Severe
5301,Moderate,Moderate,Mild,Mild,Mild
5302,Mild,None,Mild,Mild,None
5303,None,None,None,None,None
5304,None,Mild,Mild,Moderate,Mild
5305,Moderate,Moderate,No Rate,Moderate,No Rate
5306,None,Mild,None,None,Mild
5307,None,None,None,Mild,None
5308,None,Mild,None,Mild,None
5309,Mild,Moderate,Mild,Moderate,Moderate
5310,None,None,None,None,Mild
5311,Severe,Severe,Moderate,Moderate,Moderate
5312,Moderate,Mild,Severe,Moderate,Mild
5313,None,Mild,Moderate,Mild,Mild
5314,Moderate,Moderate,None,Mild,Mild
5315,Moderate,Severe,Severe,Moderate,Moderate
5316,Moderate,Moderate,Moderate,Mild,Mild
5317,No Rate,No Rate,No Rate,No Rate,No Rate
5318,Severe,Moderate,Severe,Severe,Mild
5319,Moderate,Moderate,Moderate,Mild,None
5320,Severe,Severe,Moderate,Mild,Severe
5321,Mild,Mild,Mild,Mild,Moderate
5322,Moderate,Moderate,Mild,Moderate,Mild
5323,None,Mild,None,Mild,Mild
5324,Moderate,Moderate,Mild,None,Moderate
5325,Moderate,Severe,Mild,Mild,Severe
5326,Severe,Severe,Severe,Moderate,Moderate
5327,Moderate,Moderate,Mild,Moderate,Mild
5328,Mild,Moderate,Moderate,Mild,Moderate
5329,Moderate,Mild,None,Mild,Mild
5330,None,Mild,Mild,Mild,Mild
5331,Mild,Mild,Mild,Mild,Moderate
5332,Mild,Mild,Mild,Mild,Moderate
5333,None,None,None,None,None
5334,No Rate,No Rate,No Rate,No Rate,No Rate
5335,Mild,None,Moderate,Moderate,Mild
5336,Mild,Severe,Moderate,Mild,Moderate
5337,Mild,Moderate,Moderate,Mild,Moderate
5338,Mild,None,Severe,Mild,None
5339,Moderate,Mild,Moderate,Mild,Mild
5340,None,None,Moderate,Mild,None
5341,Severe,Mild,Severe,Severe,None
5342,Mild,Moderate,Moderate,Moderate,Moderate
5343,Severe,Moderate,Mild,Moderate,Moderate
5344,None,Moderate,Mild,Mild,Moderate
5345,None,Mild,None,Mild,Mild
5346,None,Mild,Mild,None,Mild
5347,Severe,Mild,Severe,Severe,Mild
5348,Severe,Mild,Severe,Moderate,None
5349,Moderate,Moderate,Mild,Mild,Moderate
5350,No Rate,No Rate,None,No Rate,No Rate
5351,No Rate,No Rate,No Rate,No Rate,No Rate
5352,None,None,None,None,Mild
5353,Moderate,None,Severe,Mild,No Rate
5354,Mild,Severe,Moderate,Severe,Moderate
5355,Severe,Severe,Severe,Moderate,Severe
5356,None,None,Mild,None,None
5357,No Rate,No Rate,No Rate,No Rate,No Rate
5358,Mild,Moderate,Mild,Mild,Moderate
5359,Mild,Moderate,Moderate,Mild,Mild
5360,Mild,Moderate,Mild,None,Moderate
5361,Moderate,Mild,Moderate,Mild,Mild
5362,None,Severe,Moderate,None,Moderate
5363,Mild,Mild,Severe,Mild,Moderate
5364,Moderate,Moderate,Moderate,Mild,Moderate
5365,Mild,Moderate,Severe,Moderate,None
5366,No Rate,No Rate,No Rate,No Rate,No Rate
5367,None,Moderate,Mild,None,Mild
5368,None,Severe,None,Mild,Severe
5369,Mild,Mild,Severe,Severe,None
5370,Moderate,Severe,Severe,Moderate,Severe
5371,Mild,Moderate,Moderate,Mild,Moderate
5372,Mild,Mild,Mild,Mild,Mild
5373,Mild,Mild,Moderate,Mild,None
5374,None,Mild,Mild,None,Moderate
5375,Severe,Moderate,Moderate,Mild,Mild
5376,No Rate,No Rate,No Rate,No Rate,No Rate
5377,None,Mild,Severe,Mild,Mild
5378,Moderate,Moderate,Moderate,Mild,Moderate
5379,None,Mild,Mild,Mild,None
5380,Mild,Severe,Severe,Severe,Severe
5381,None,None,None,None,Mild
5382,Severe,Mild,Mild,Moderate,Mild
5383,No Rate,No Rate,No Rate,No Rate,No Rate
5384,None,Moderate,None,Mild,Moderate
5385,Mild,Mild,Mild,None,None
5386,Severe,Severe,Moderate,Mild,Severe
5387,Moderate,Mild,Mild,Mild,Mild
5388,Mild,Severe,Mild,Mild,Severe
5389,Moderate,Moderate,Mild,Mild,Mild
5390,None,Mild,Mild,None,Mild
5391,None,Moderate,Mild,Mild,Moderate
5392,Moderate,Mild,Severe,Moderate,None
5393,Mild,Mild,No Rate,Moderate,No Rate
5394,Mild,Moderate,Severe,Moderate,Mild
5395,Severe,Severe,Severe,Mild,Mild
5396,No Rate,No Rate,No Rate,No Rate,No Rate
5397,Severe,Severe,Severe,Moderate,Severe
5398,Mild,Moderate,Moderate,Mild,Severe
5399,No Rate,No Rate,No Rate,No Rate,No Rate
5400,Mild,Severe,Moderate,Mild,Severe
5401,Moderate,Mild,Mild,Mild,Mild
5402,None,Mild,Mild,None,None
5403,Severe,Mild,Moderate,Severe,Moderate
5404,Moderate,Moderate,Moderate,Moderate,Moderate
5405,Mild,No Rate,Mild,Moderate,Mild
5406,Mild,None,None,Mild,Mild
5407,Mild,Moderate,Moderate,Mild,Moderate
5408,Mild,Mild,Mild,Mild,Mild
5409,None,Moderate,Mild,Mild,Moderate
5410,Mild,Moderate,Severe,Mild,Moderate
5411,Mild,Moderate,Mild,Mild,Moderate
5412,None,None,Mild,None,None
5413,Mild,Severe,Moderate,None,Moderate
5414,No Rate,No Rate,No Rate,No Rate,No Rate
5415,None,Severe,Moderate,Mild,Severe
5416,Mild,None,Mild,Mild,None
5417,None,Severe,Moderate,Mild,Moderate
5418,Moderate,Moderate,Moderate,Moderate,Moderate
5419,None,Severe,None,None,Moderate
5420,None,Mild,None,None,Mild
5421,Mild,Moderate,Moderate,Mild,Mild
5422,Moderate,Moderate,Mild,None,Moderate
5423,Moderate,Mild,Moderate,Mild,Mild
5424,None,None,Moderate,Mild,Mild
5425,No Rate,No Rate,No Rate,No Rate,No Rate
5426,Mild,Moderate,Moderate,Mild,Mild
5427,None,Mild,None,Mild,Mild
5428,None,Moderate,Mild,None,Moderate
5429,Mild,Mild,Mild,None,Mild
5430,Mild,Mild,None,Mild,None
5431,None,Mild,Mild,Mild,Moderate
5432,Mild,Severe,Moderate,Mild,Moderate
5433,Mild,Mild,Moderate,Mild,None
5434,No Rate,No Rate,No Rate,No Rate,No Rate
5435,None,None,None,Mild,None
5436,Mild,Mild,Moderate,Mild,Moderate
5437,None,None,None,Mild,Mild
5438,Severe,Severe,Moderate,Mild,Severe
5439,Mild,Moderate,Severe,Mild,Moderate
5440,Moderate,Moderate,Mild,Mild,Severe
5441,Moderate,Severe,Mild,Mild,Severe
5442,None,Severe,None,None,Moderate
5443,No Rate,No Rate,No Rate,No Rate,No Rate
5444,Mild,Mild,Mild,Moderate,Mild
5445,Moderate,Mild,Moderate,Mild,Mild
5446,None,None,None,None,None
5447,None,Mild,Mild,No Rate,No Rate
5448,Mild,Mild,Mild,Mild,Mild
5449,Moderate,Moderate,Moderate,Moderate,Moderate
5450,None,Mild,Moderate,Moderate,Moderate
5451,None,Moderate,Mild,Mild,Moderate
5452,Mild,Moderate,Mild,Mild,Mild
5453,Mild,None,Mild,Mild,None
5454,None,Moderate,Moderate,Mild,Mild
5455,Severe,Severe,Severe,Severe,Severe
5456,Moderate,Moderate,Mild,Mild,Moderate
5457,Mild,Mild,Mild,Mild,Mild
5458,Moderate,Moderate,Moderate,Moderate,Mild
5459,None,Mild,None,None,Mild
5460,Mild,No Rate,No Rate,No Rate,No Rate
5461,Mild,Mild,Severe,Moderate,Mild
5462,No Rate,No Rate,No Rate,No Rate,No Rate
5463,No Rate,No Rate,No Rate,No Rate,No Rate
5464,None,Mild,Moderate,Moderate,Moderate
5465,None,Severe,Moderate,Mild,Severe
5466,Mild,Mild,Mild,Mild,Mild
5467,None,Severe,Mild,Mild,Severe
5468,Moderate,Severe,Moderate,Mild,Severe
5469,Mild,Moderate,Mild,None,Moderate
5470,No Rate,No Rate,No Rate,No Rate,No Rate
5471,Mild,Severe,Moderate,Moderate,Severe
5472,None,Mild,None,None,Moderate
5473,Mild,Mild,None,Mild,Mild
5474,No Rate,No Rate,No Rate,No Rate,No Rate
5475,Mild,Severe,Mild,Mild,Moderate
5476,Mild,Mild,None,Mild,Moderate
5477,Mild,Moderate,Mild,Moderate,Moderate
5478,Moderate,Mild,Moderate,Mild,None
5479,Severe,Moderate,Moderate,Moderate,Moderate
5480,None,Mild,None,None,Mild
5481,Mild,Severe,Moderate,None,Moderate
5482,Moderate,Severe,Severe,Mild,Severe
5483,No Rate,No Rate,No Rate,No Rate,No Rate
5484,Moderate,Moderate,Moderate,Mild,Severe
5485,No Rate,No Rate,No Rate,No Rate,No Rate
5486,Mild,None,Moderate,Moderate,None
5487,No Rate,No Rate,No Rate,No Rate,No Rate
5488,Mild,Moderate,Moderate,Mild,Moderate
5489,Moderate,None,Mild,Mild,None
5490,None,Severe,Moderate,Mild,Severe
5491,Mild,Moderate,Mild,Mild,Moderate
5492,Moderate,None,Moderate,Moderate,None
5493,None,None,Mild,Mild,None
5494,Mild,Moderate,Severe,Moderate,Moderate
5495,Mild,Moderate,Moderate,Mild,Moderate
5496,No Rate,No Rate,No Rate,No Rate,No Rate
5497,Mild,Mild,Mild,Mild,None
5498,None,Mild,Mild,Mild,Mild
5499,No Rate,No Rate,No Rate,No Rate,No Rate
5500,Moderate,Moderate,Severe,Moderate,Moderate
5501,None,Severe,Severe,Severe,Severe
5502,Mild,None,None,Mild,None
5503,Mild,Severe,Severe,Mild,Moderate
5504,Mild,Mild,Mild,Moderate,None
5505,Moderate,Moderate,Moderate,Mild,Moderate
5506,Mild,Mild,Mild,None,Mild
5507,No Rate,Mild,No Rate,No Rate,No Rate
5508,No Rate,No Rate,No Rate,Mild,Mild
5509,Moderate,Severe,Severe,Moderate,Severe
5510,Mild,Mild,Moderate,Moderate,None
5511,No Rate,No Rate,No Rate,No Rate,No Rate
5512,None,Mild,None,None,Moderate
5513,Severe,Mild,Mild,Mild,Mild
5514,Moderate,Mild,Moderate,Mild,None
5515,No Rate,No Rate,No Rate,No Rate,No Rate
5516,No Rate,No Rate,No Rate,No Rate,No Rate
5517,Severe,Severe,Severe,Moderate,Severe
5518,No Rate,No Rate,No Rate,No Rate,No Rate
5519,None,Mild,Mild,Moderate,Mild
5520,Moderate,Mild,Severe,Severe,Mild
5521,None,Mild,Mild,None,Moderate
5522,Mild,Mild,Moderate,Mild,None
5523,No Rate,No Rate,No Rate,No Rate,No Rate
5524,Moderate,Mild,Severe,Mild,Mild
5525,No Rate,No Rate,No Rate,No Rate,No Rate
5526,Mild,None,Mild,Mild,Mild
5527,No Rate,No Rate,No Rate,No Rate,No Rate
5528,No Rate,No Rate,No Rate,No Rate,No Rate
5529,None,None,Mild,Mild,Moderate
5530,None,Moderate,Mild,Mild,Severe
5531,No Rate,No Rate,No Rate,No Rate,No Rate
5532,No Rate,No Rate,No Rate,No Rate,No Rate
5533,Mild,None,Mild,Mild,None
5534,Mild,No Rate,Moderate,No Rate,No Rate
5535,Mild,Mild,Mild,Moderate,Moderate
5536,Mild,Moderate,Severe,Mild,Moderate
5537,Moderate,Moderate,Severe,Moderate,Moderate
5538,None,Mild,Severe,Mild,Moderate
5539,Mild,Mild,Moderate,Moderate,None
5540,Mild,Severe,Mild,Mild,Moderate
5541,No Rate,Severe,Moderate,No Rate,No Rate
5542,None,Moderate,Mild,Mild,Mild
5543,None,Mild,None,Mild,Mild
5544,None,Mild,None,None,Mild
5545,No Rate,No Rate,No Rate,No Rate,No Rate
5546,No Rate,No Rate,No Rate,No Rate,No Rate
5547,None,None,None,None,Mild
5548,Mild,Moderate,None,None,Mild
5549,Mild,Mild,Mild,Moderate,Mild
5550,Moderate,Mild,Moderate,Moderate,None
5551,Mild,Mild,Mild,Mild,Mild
5552,Moderate,Moderate,Severe,Moderate,Mild
5553,None,Mild,Mild,Mild,None
5554,No Rate,No Rate,No Rate,No Rate,No Rate
5555,Moderate,Moderate,Moderate,No Rate,Mild
5556,Moderate,Moderate,Severe,Mild,Mild
5557,Mild,Mild,Mild,Mild,Mild
5558,Mild,Moderate,Severe,Moderate,Moderate
5559,Mild,Moderate,Mild,Moderate,Moderate
5560,Mild,Moderate,Mild,Mild,Moderate
5561,None,Mild,None,None,None
5562,None,None,Severe,Mild,None
5563,None,Severe,Moderate,None,Moderate
5564,Mild,Mild,Mild,Mild,Moderate
5565,Moderate,Moderate,Severe,Moderate,Moderate
5566,Moderate,Mild,Severe,Moderate,None
5567,Mild,Moderate,Moderate,Mild,Mild
5568,Severe,Mild,Severe,Moderate,Mild
5569,No Rate,No Rate,No Rate,No Rate,No Rate
5570,None,Moderate,Moderate,Mild,Moderate
5571,No Rate,No Rate,No Rate,No Rate,No Rate
5572,None,Moderate,Mild,No Rate,No Rate
5573,Mild,Moderate,Moderate,Mild,Moderate
5574,Mild,Moderate,Mild,Mild,Moderate
5575,No Rate,No Rate,No Rate,No Rate,No Rate
5576,No Rate,No Rate,No Rate,No Rate,No Rate
5577,Mild,Severe,None,None,Moderate
5578,No Rate,No Rate,No Rate,No Rate,No Rate
5579,No Rate,No Rate,No Rate,No Rate,No Rate
5580,Mild,Moderate,Mild,Mild,Severe
5581,No Rate,No Rate,No Rate,No Rate,No Rate
5582,None,Moderate,Severe,Mild,Moderate
5583,Moderate,Moderate,Mild,None,Moderate
5584,Mild,Severe,Severe,Mild,Severe
5585,Mild,Mild,Mild,None,Mild
5586,Moderate,Severe,Moderate,Mild,Severe
5587,None,Moderate,Mild,Moderate,Moderate
5588,Mild,Mild,Moderate,Mild,None
5589,None,None,Mild,Mild,None
5590,None,None,None,Mild,None
5591,No Rate,No Rate,No Rate,No Rate,No Rate
5592,Moderate,Severe,Moderate,Moderate,Moderate
5593,None,Mild,Mild,Mild,Mild
5594,Mild,Mild,Mild,Mild,Mild
5595,None,Mild,None,Mild,Mild
5596,Mild,None,Mild,Mild,None
5597,Mild,Mild,Mild,Mild,None
5598,Moderate,Moderate,Mild,Mild,Moderate
5599,No Rate,No Rate,No Rate,No Rate,No Rate
5600,No Rate,No Rate,No Rate,No Rate,No Rate
5601,Moderate,Mild,Moderate,None,Mild
5602,Mild,Moderate,Mild,Mild,Mild
5603,No Rate,No Rate,No Rate,No Rate,No Rate
5604,Mild,Mild,Mild,Mild,Mild
5605,No Rate,No Rate,No Rate,No Rate,No Rate
5606,None,Mild,None,None,Mild
